529 4
-1675.08227266866 1909.35195944269 1179.38204054925 1.37973635072
-1670.34469772580 1908.72913385454 1176.27135588321 1.22905748755
-1667.83055320139 1908.06736253691 1171.64707141920 1.11429049761
-1664.44790734071 1907.70637117304 1169.58854729894 1.04312977044
-1661.65591627119 1906.04136283955 1164.51605193709 0.95505527622
-1658.84181805174 1905.93156627151 1162.32762879556 0.91225098503
-1656.54936762228 1904.07776405516 1158.01092353607 0.85977636497
-1652.81192204837 1904.19933124103 1154.70657571596 0.81913809555
-1650.03685658054 1902.86745433510 1152.69269283388 0.79407639674
-1645.50714365042 1902.40158442862 1148.02857502043 0.78712066503
-1642.66393587518 1903.21285464115 1145.69652501581 0.78412551896
-1639.22394012014 1901.83229709887 1141.58080700257 0.77977407037
-1635.71264058965 1903.58663354495 1137.18649372084 0.77521566509
-1632.40460323458 1901.53596366073 1133.60256944454 0.77118444248
-1629.50610225444 1901.65017845785 1128.27848680015 0.76663701031
-1625.83527367623 1902.40550158978 1124.47712571621 0.76269703341
-1625.83527367623 1902.40550158978 1124.47712571621 0.76269703341
-1620.38324906853 1901.72640099601 1122.91440308644 0.75586413635
-1615.87364936933 1900.87746505638 1123.53299051279 0.75252916781
-1609.34809909977 1900.85732495375 1121.77903917718 0.74774547976
-1604.40972962807 1898.85828626880 1121.89172041294 0.74404258429
-1598.33155807406 1899.10426324690 1120.53107591906 0.73978895597
-1593.40065342575 1896.85904585746 1120.23401962459 0.73615459424
-1587.65941860480 1897.96089249498 1119.40710800867 0.73227232480
-1587.65941860480 1897.96089249498 1119.40710800867 0.73227232480
-1584.71140609030 1892.93720157801 1117.40620377323 0.72904998598
-1582.10092741871 1890.61661116947 1116.44454888975 0.72675456400
-1578.09388209889 1886.59000743224 1115.02915163732 0.72310458620
-1576.80349057195 1884.82907070956 1113.32688405532 0.72140416820
-1572.91777000278 1881.63688590425 1111.87671040620 0.71823424564
-1570.33882341944 1879.39304753751 1110.53068859903 0.71604409008
-1567.44509373631 1877.43612186220 1108.57758676161 0.71369108586
-1563.67226873862 1875.14919312060 1106.98761056763 0.71097758969
-1560.27749223926 1872.80745245477 1104.78470735332 0.70831906611
-1557.49363313733 1870.07952760695 1102.23845498226 0.70571838318
-1554.51550217417 1867.16031255965 1100.04750608948 0.70313411987
-1551.61310931650 1864.28665293032 1097.41029845426 0.70051683618
-1548.70728772403 1861.08764630487 1094.45649530088 0.69775533107
-1544.23895398963 1857.95303971478 1091.56598659291 0.69457253915
-1540.81854494622 1856.16906005445 1089.67951996360 0.69240774030
-1537.25990295432 1851.58060576594 1086.28503754424 0.68909633794
-1534.42509009258 1849.40889748904 1085.24116654843 0.68730625087
-1529.47005766999 1845.61585538808 1082.89440051311 0.68417267449
-1527.12234096653 1842.63180854399 1080.76287838168 0.68217742292
-1522.25523576356 1839.45666297274 1079.87637267224 0.67954813010
-1520.54087496072 1836.64389856475 1076.29125718887 0.67742649781
-1517.45922372058 1833.10188196554 1075.61095779612 0.67540800241
-1515.58081112632 1830.46335951195 1073.37197739495 0.67376926808
